,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,type_of_combined_shot
87,6,1,0,0.465333333,54,39,1,0.519510829,0.405921777,0.401068702,Manchester United,08-11-2000,1,88,0.405882353
88,2,1,0,0.465333333,24,35,1,0.401907357,0.405921777,0.433519553,Manchester United,08-11-2000,1,89,0.392125818
89,1,1,0,0.465333333,48,34,1,0.401907357,0.405921777,0.433519553,Manchester United,08-11-2000,1,90,0.527075812
90,1,1,0,0.465333333,25,35,1,0.519510829,0.405921777,0.433519553,Manchester United,08-11-2000,1,91,0.392125818
91,0,1,0,0.465333333,47,35,,0.396062729,0.405921777,0.433519553,Manchester United,08-11-2000,1,92,0.435483871
92,0,2,0,0.465333333,57,33,0,0.401907357,0.405921777,0.433519553,Manchester United,08-11-2000,1,93,0.392125818
93,9,2,0,0.465333333,37,35,0,0.401907357,0.405921777,0.433519553,Manchester United,08-11-2000,1,94,0.316939891
94,4,2,0,0.465333333,25,33,,0.401907357,0.405921777,0.433519553,Manchester United,08-11-2000,1,95,0.392125818
95,3,2,0,0.465333333,50,45,1,0.519510829,0.338028169,0.338690237,Manchester United,08-11-2000,1,96,0.392125818
96,3,2,0,0.465333333,15,38,,0.3740625,0.405921777,0.401068702,Manchester United,08-11-2000,1,97,0.667808219
97,0,2,0,0.465333333,15,44,0,0.3740625,0.338028169,0.338690237,Manchester United,08-11-2000,1,98,0.25
98,0,84.36,0,0.465333333,48,34,1,0.401907357,0.405921777,0.433519553,Manchester United,08-11-2000,1,99,0.392125818
99,11,3,0,0.465333333,48,24,0,0.519510829,0.453272287,0.567672703,Manchester United,08-11-2000,1,100,0.392125818
100,9,3,0,0.465333333,20,35,0,0.519510829,0.405921777,0.433519553,Manchester United,08-11-2000,1,101,0.551282051
101,7,3,0,0.465333333,53,20,1,0.519510829,0.608734245,0.567672703,Manchester United,08-11-2000,1,102,0.814352574
102,6,3,0,0.465333333,40,37,1,0.384269068,0.608734245,0.401068702,Manchester United,08-11-2000,1,103,0.435483871
103,4,3,0,0.465333333,16,37,,0.3740625,0.405921777,0.401068702,Manchester United,08-11-2000,1,104,0.577617329
104,3,3,0,0.465333333,0,32,0,0.401907357,0.405921777,0.401068702,Manchester United,08-11-2000,1,105,0.527075812
105,0,3,0,0.465333333,48,39,0,0.396062729,0.405921777,0.401068702,Manchester United,08-11-2000,1,106,0.392125818
106,0,3,0,0.465333333,21,37,0,0.396062729,0.405921777,0.401068702,Manchester United,08-11-2000,1,107,0.392125818
107,10,4,0,0.465333333,39,31,0,0.519510829,0.453272287,0.433519553,Manchester United,08-11-2000,1,108,0.392125818
108,7,4,0,0.465333333,8,36,0,0.3740625,0.405921777,0.401068702,Manchester United,08-11-2000,1,109,0.392125818
109,6,4,0,0.465333333,25,36,1,0.396062729,0.405921777,0.401068702,Manchester United,08-11-2000,1,110,0.392125818
110,5,4,0,0.465333333,14,29,0,0.396062729,0.453272287,0.433519553,Manchester United,08-11-2000,1,111,0.392125818
111,3,4,0,0.465333333,38,27,0,0.519510829,0.453272287,0.567672703,Manchester United,08-11-2000,1,112,0.392125818
112,0,4,0,0.465333333,43,41,,0.3740625,0.405921777,0.401068702,Manchester United,08-11-2000,1,113,0.316939891
113,11,1,0,0.465333333,9,41,0,0.3740625,0.405921777,0.401068702,Manchester United,12-11-2000,0,114,0.578431373
114,10,1,0,0.465333333,17,20,0,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,115,0.60252996
115,10,1,0,0.465333333,23,20,0,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,116,0.501858736
116,9,1,0,0.465333333,21,20,0,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,117,0.348039216
117,3,1,0,0.465333333,2,20,1,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,118,0.814352574
118,0,1,0,0.465333333,44,20,1,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,119,0.60252996
119,0,1,0,0.465333333,21,36,0,0.384269068,0.405921777,0.401068702,Manchester United,12-11-2000,0,120,0.392125818
120,8,2,0,0.465333333,50,38,1,0.3740625,0.405921777,0.401068702,Manchester United,12-11-2000,0,121,0.312859885
121,8,2,0,0.465333333,18,20,,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,122,0.690763052
122,2,2,0,0.465333333,40,36,,0.519510829,0.405921777,0.401068702,Manchester United,12-11-2000,0,123,0.60252996
123,0,2,0,0.465333333,40,20,1,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,124,0.435483871
124,0,2,0,0.465333333,4,47,1,0.519510829,0.338028169,0.567672703,Manchester United,12-11-2000,0,125,0.392125818
125,9,3,0,0.465333333,59,36,,0.3740625,0.405921777,0.401068702,Manchester United,12-11-2000,0,126,0.392125818
126,8,3,0,0.465333333,38,35,1,0.401907357,0.405921777,0.433519553,Manchester United,12-11-2000,0,127,0.392125818
127,5,3,0,0.465333333,18,35,1,0.396062729,0.405921777,0.433519553,Manchester United,12-11-2000,0,128,0.392125818
128,4,3,0,0.465333333,34,35,0,0.396062729,0.405921777,0.433519553,Manchester United,12-11-2000,0,129,0.31147541
129,3,3,0,0.465333333,51,37,0,0.396062729,0.405921777,0.401068702,Manchester United,12-11-2000,0,130,0.667808219
130,3,3,0,0.465333333,40,29,0,0.519510829,0.453272287,0.433519553,Manchester United,12-11-2000,0,131,0.390625
131,3,3,0,0.465333333,33,31,1,0.519510829,0.453272287,0.433519553,Manchester United,12-11-2000,0,132,0.392125818
132,2,3,0,0.465333333,56,20,,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,133,0.501858736
133,2,3,0,0.465333333,5,37,,0.396062729,0.405921777,0.401068702,Manchester United,12-11-2000,0,134,0.392125818
134,0,3,0,0.465333333,14,37,0,0.3740625,0.405921777,0.401068702,Manchester United,12-11-2000,0,135,0.392125818
135,10,4,0,0.465333333,52,24,0,0.519510829,0.453272287,0.567672703,Manchester United,12-11-2000,0,136,0.392125818
136,6,4,0,0.465333333,34,31,0,0.396062729,0.405921777,0.433519553,Manchester United,12-11-2000,0,137,0.392125818
137,4,4,0,0.465333333,57,25,0,0.519510829,0.453272287,0.567672703,Manchester United,12-11-2000,0,138,0.578431373
138,3,4,0,0.465333333,28,20,1,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,139,0.814352574
139,1,4,0,0.465333333,38,25,1,0.519510829,0.453272287,0.567672703,Manchester United,12-11-2000,0,140,0.67761807
140,1,4,0,0.465333333,5,25,,0.519510829,0.453272287,0.567672703,Manchester United,12-11-2000,0,141,0.392125818
141,1,4,0,0.465333333,3,20,0,0.519510829,0.608734245,0.567672703,Manchester United,12-11-2000,0,142,0.348039216
142,7,1,0,0.465333333,43,20,0,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,143,0.60252996
143,4,1,0,0.465333333,52,43,,0.401907357,0.332307692,0.338690237,Manchester United,14-11-2000,0,144,0.31147541
144,3,1,0,0.465333333,8,20,1,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,145,0.814352574
145,2,1,0,0.465333333,25,32,1,0.401907357,0.405921777,0.433519553,Manchester United,14-11-2000,0,146,0.392125818
146,0,1,0,0.465333333,48,33,1,0.396062729,0.405921777,0.433519553,Manchester United,14-11-2000,0,147,0.551282051
147,11,2,0,0.465333333,16,38,0,0.401907357,0.405921777,0.401068702,Manchester United,14-11-2000,0,148,0.387387387
148,10,2,0,0.465333333,19,47,0,0.384269068,0.338028169,0.338690237,Manchester United,14-11-2000,0,149,0.392125818
149,10,2,0,0.465333333,5,20,,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,150,0.60252996
150,9,2,0,0.465333333,7,40,1,0.384269068,0.405921777,0.401068702,Manchester United,14-11-2000,0,151,0.392125818
151,4,2,0,0.465333333,14,36,,0.519510829,0.405921777,0.401068702,Manchester United,14-11-2000,0,152,0.690763052
152,3,2,0,0.465333333,22,20,,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,153,0.60252996
153,1,2,0,0.465333333,54,20,0,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,154,0.377292576
154,1,2,0,0.465333333,28,20,0,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,155,0.60252996
155,0,2,0,0.465333333,26,20,,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,156,0.348039216
156,10,3,0,0.465333333,23,40,0,0.384269068,0.405921777,0.401068702,Manchester United,14-11-2000,0,157,0.392125818
157,5,3,0,0.465333333,23,27,0,0.519510829,0.453272287,0.567672703,Manchester United,14-11-2000,0,158,0.392125818
158,3,3,0,0.465333333,53,20,,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,159,0.460992908
159,0,3,0,0.465333333,37,20,1,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,160,0.690763052
160,0,4,0,0.465333333,43,45,1,0.384269068,0.338028169,0.338690237,Manchester United,14-11-2000,0,161,0.392125818
161,10,4,0,0.465333333,28,20,1,0.519510829,0.608734245,0.338690237,Manchester United,14-11-2000,0,162,0.60252996
162,10,4,0,0.465333333,11,20,1,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,163,0.667808219
163,5,4,0,0.465333333,37,20,0,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,164,0.377292576
164,5,4,0,0.465333333,32,48.4,,0.519510829,0.608734245,0.567672703,Manchester United,14-11-2000,0,165,0.576419214
165,11,1,0,0.465333333,42,41,1,0.384269068,0.405921777,0.401068702,Manchester United,16-11-2000,1,166,0.435483871
166,11,1,0,0.465333333,7,41,0,0.3740625,0.405921777,0.401068702,Manchester United,16-11-2000,1,167,0.392125818
167,8,1,0,0.465333333,53,36,0,0.396062729,0.405921777,0.401068702,Manchester United,16-11-2000,1,168,0.392125818
168,8,1,0,0.465333333,16,27,0,0.519510829,0.453272287,0.567672703,Manchester United,16-11-2000,1,169,0.392125818
169,7,1,0,0.465333333,43,20,0,0.519510829,0.608734245,0.567672703,Manchester United,16-11-2000,1,170,0.60252996
170,2,1,0,0.465333333,47,25,1,0.519510829,0.453272287,0.567672703,Manchester United,16-11-2000,1,171,0.667808219
171,1,1,0,0.465333333,36,40,,0.384269068,0.405921777,0.401068702,Manchester United,16-11-2000,1,172,0.392125818
172,1,1,0,0.465333333,36,40,0,0.401907357,0.405921777,0.401068702,Manchester United,16-11-2000,1,173,0.408163265
173,8,2,0,0.465333333,13,41,1,0.384269068,0.405921777,0.401068702,Manchester United,16-11-2000,1,174,0.387387387
174,6,2,0,0.465333333,27,36,1,0.401907357,0.405921777,0.401068702,Manchester United,16-11-2000,1,175,0.392125818
175,0,2,0,0.465333333,52,38,0,0.401907357,0.405921777,0.401068702,Manchester United,16-11-2000,1,176,0.392125818
176,0,2,0,0.465333333,19,36,0,0.401907357,0.405921777,0.401068702,Manchester United,16-11-2000,1,177,0.392125818
177,0,2,0,0.465333333,0,67,0,0.054054054,0.06557377,0.078947368,Manchester United,16-11-2000,1,178,0.392125818
178,8,3,0,0.465333333,52,33,0,0.519510829,0.453272287,0.078947368,Manchester United,16-11-2000,1,179,0.392125818
179,2,3,0,0.465333333,55,39,0,0.401907357,0.405921777,0.401068702,Manchester United,16-11-2000,1,180,0.312859885
180,0,3,0,0.465333333,1,44,0,0.384269068,0.338028169,0.338690237,Manchester United,16-11-2000,1,181,0.392125818
181,11,4,0,0.465333333,44,20,,0.519510829,0.608734245,0.567672703,Manchester United,16-11-2000,1,182,0.814352574
182,11,4,0,0.465333333,18,44,0,0.519510829,0.338028169,0.338690237,Manchester United,16-11-2000,1,183,0.392125818
183,5,4,0,0.465333333,43,45,0,0.3740625,0.338028169,0.338690237,Manchester United,16-11-2000,1,184,0.392125818
184,0,4,0,0.465333333,2,44,1,0.3740625,0.338028169,0.338690237,Manchester United,16-11-2000,1,185,0.460992908
185,2,5,0,0.465333333,5,29,1,0.519510829,0.453272287,0.433519553,Manchester United,16-11-2000,1,186,0.501858736
186,2,5,0,0.465333333,5,30,0,0.519510829,0.453272287,0.433519553,Manchester United,16-11-2000,1,187,0.60252996
187,0,5,0,0.465333333,24,41,1,0.3740625,0.405921777,0.401068702,Manchester United,16-11-2000,1,188,0.387387387
188,10,1,0,0.465333333,5,39,1,0.3740625,0.405921777,0.401068702,Manchester United,18-11-2000,1,189,0.316939891
189,9,1,0,0.465333333,7,45,0,0.384269068,0.405921777,0.338690237,Manchester United,18-11-2000,1,190,0.392125818
190,8,1,0,0.465333333,15,20,0,0.519510829,0.608734245,0.567672703,Manchester United,18-11-2000,1,191,0.60252996
191,6,1,0,0.465333333,24,37,,0.401907357,0.405921777,0.401068702,Manchester United,18-11-2000,1,192,0.329787234
192,6,1,0,0.465333333,2,20,,0.519510829,0.608734245,0.567672703,Manchester United,18-11-2000,1,193,0.60252996
193,4,1,0,0.465333333,22,38,0,0.3740625,0.405921777,0.401068702,Manchester United,18-11-2000,1,194,0.392125818
194,4,1,0,0.465333333,9,20,1,0.519510829,0.608734245,0.567672703,Manchester United,18-11-2000,1,195,0.814352574
195,0,1,0,0.465333333,18,35,,0.401907357,0.405921777,0.433519553,Manchester United,18-11-2000,1,196,0.313559322
196,11,2,0,0.465333333,19,29,0,0.519510829,0.453272287,0.433519553,Manchester United,18-11-2000,1,197,0.392125818
197,6,2,0,0.465333333,51,39,1,0.384269068,0.405921777,0.401068702,Manchester United,18-11-2000,1,198,0.392125818
198,6,2,0,0.465333333,11,45,1,0.384269068,0.338028169,0.338690237,Manchester United,18-11-2000,1,199,0.325581395
199,0,2,0,0.465333333,11,36,0,0.401907357,0.405921777,0.401068702,Manchester United,18-11-2000,1,200,0.392125818
200,11,3,0,0.465333333,17,49,0,0.3740625,0.338028169,0.338690237,Manchester United,18-11-2000,1,201,0.392125818
201,10,3,0,0.465333333,5,37,,0.396062729,0.405921777,0.401068702,Manchester United,18-11-2000,1,202,0.392125818
202,8,3,0,0.465333333,35,36,0,0.401907357,0.405921777,0.401068702,Manchester United,18-11-2000,1,203,0.392125818
203,6,3,0,0.465333333,24,35,1,0.519510829,0.405921777,0.433519553,Manchester United,18-11-2000,1,204,0.392125818
204,5,3,0,0.465333333,1,38,,0.396062729,0.405921777,0.401068702,Manchester United,18-11-2000,1,205,0.392125818
205,3,3,0,0.465333333,21,43,1,0.401907357,0.332307692,0.401068702,Manchester United,18-11-2000,1,206,0.348039216
206,0,3,0,0.465333333,47,43,1,0.396062729,0.374449339,0.338690237,Manchester United,18-11-2000,1,207,0.312859885
207,11,4,0,0.465333333,10,20,0,0.519510829,0.608734245,0.567672703,Manchester United,18-11-2000,1,208,0.60252996
208,7,4,0,0.465333333,10,20,1,0.519510829,0.608734245,0.567672703,Manchester United,18-11-2000,1,209,0.460992908
209,5,4,0,0.465333333,19,46,,0.3740625,0.338028169,0.338690237,Manchester United,18-11-2000,1,210,0.435483871
210,3,4,0,0.465333333,38,40,,0.3740625,0.405921777,0.401068702,Manchester United,18-11-2000,1,211,0.392125818
211,1,4,0,0.465333333,18,28,1,0.519510829,0.453272287,0.433519553,Manchester United,18-11-2000,1,212,0.392125818
212,0,4,0,0.465333333,46,29,0,0.519510829,0.453272287,0.433519553,Manchester United,18-11-2000,1,213,0.392125818
213,9,1,0,0.465333333,3,44,0,0.519510829,0.338028169,0.338690237,Manchester United,19-11-2000,0,214,0.392125818
214,6,1,0,0.465333333,10,29,0,0.519510829,0.453272287,0.433519553,Manchester United,19-11-2000,0,215,0.345132743
215,3,1,0,0.465333333,10,20,1,0.519510829,0.608734245,0.567672703,Manchester United,19-11-2000,0,216,0.667808219
216,0,1,0,0.465333333,13,20,0,0.519510829,0.608734245,0.567672703,Manchester United,19-11-2000,0,217,0.377292576
217,7,2,0,0.465333333,13,20,1,0.519510829,0.608734245,0.567672703,Manchester United,19-11-2000,0,218,0.667808219
218,6,2,0,0.465333333,3,37,0,0.384269068,0.405921777,0.401068702,Manchester United,19-11-2000,0,219,0.435483871
219,0,2,0,0.465333333,44,43,0,0.384269068,0.405921777,0.401068702,Manchester United,19-11-2000,0,220,0.392125818
220,11,3,0,0.465333333,24,20,1,0.519510829,0.608734245,0.567672703,Manchester United,19-11-2000,0,221,0.814352574
221,10,3,0,0.465333333,19,20,1,0.519510829,0.608734245,0.567672703,Manchester United,19-11-2000,0,222,0.377292576
222,9,3,0,0.465333333,45,38,0,0.384269068,0.405921777,0.401068702,Manchester United,19-11-2000,0,223,0.392125818
223,7,3,0,0.465333333,22,40,1,0.384269068,0.405921777,0.401068702,Manchester United,19-11-2000,0,224,0.31147541
224,7,3,0,0.465333333,43,32,0,0.519510829,0.453272287,0.433519553,Manchester United,19-11-2000,0,225,0.359649123
225,4,3,0,0.465333333,55,31,1,0.396062729,0.453272287,0.433519553,Manchester United,19-11-2000,0,226,0.67761807
226,1,3,0,0.465333333,34,20,0,0.519510829,0.608734245,0.567672703,Manchester United,19-11-2000,0,227,0.60252996
